Broker: 2.2536560855972643 watts, PV: 6.227260764920404 watts, Broker/PV in kW: 0.01kW, timestamp: 1584724567129 
Broker: 1209.80530495325 watts, PV: 13.091616525666655 watts, Broker/PV in kW: 1.22kW, timestamp: 1584724693672 
Broker: 1211.2939235322883 watts, PV: 0.813509586405563 watts, Broker/PV in kW: 1.21kW, timestamp: 1584724693778 
Broker: 1212.5616163979885 watts, PV: 18.963097028945253 watts, Broker/PV in kW: 1.23kW, timestamp: 1584724693879 
Broker: 1214.3322276826807 watts, PV: 7.87347938939527 watts, Broker/PV in kW: 1.22kW, timestamp: 1584724693984 
Broker: 1215.982198590234 watts, PV: 15.500009805971615 watts, Broker/PV in kW: 1.23kW, timestamp: 1584724694084 
Broker: 1216.9696433039087 watts, PV: 6.70233003256258 watts, Broker/PV in kW: 1.22kW, timestamp: 1584724694188 
Broker: 1217.9981698921945 watts, PV: 19.052008096533694 watts, Broker/PV in kW: 1.24kW, timestamp: 1584724694289 
Broker: 1218.653134024516 watts, PV: 15.962484872657509 watts, Broker/PV in kW: 1.23kW, timestamp: 1584724694392 
Broker: 1218.6890166957805 watts, PV: 5.6693922645776285 watts, Broker/PV in kW: 1.22kW, timestamp: 1584724694492 
Broker: 1219.576768549703 watts, PV: 4.048649585546276 watts, Broker/PV in kW: 1.22kW, timestamp: 1584724694592 
Broker: 1221.0842402804137 watts, PV: 1.2372027764568472 watts, Broker/PV in kW: 1.22kW, timestamp: 1584724694692 
Broker: 1221.4234197014882 watts, PV: 16.786958974373974 watts, Broker/PV in kW: 1.24kW, timestamp: 1584724694799 
Broker: 1222.613298034686 watts, PV: 19.042656819475475 watts, Broker/PV in kW: 1.24kW, timestamp: 1584724694904 
Broker: 1223.279449296007 watts, PV: 6.546517523630921 watts, Broker/PV in kW: 1.23kW, timestamp: 1584724694995 
Broker: 1223.7694950704447 watts, PV: 3.8060249459021644 watts, Broker/PV in kW: 1.23kW, timestamp: 1584724695102 
Broker: 1224.2323643129873 watts, PV: 19.607848166742098 watts, Broker/PV in kW: 1.24kW, timestamp: 1584724695207 
Broker: 1226.153496147729 watts, PV: 11.798923884479349 watts, Broker/PV in kW: 1.24kW, timestamp: 1584724695304 
Broker: 1226.4014321146842 watts, PV: 12.274627544720813 watts, Broker/PV in kW: 1.24kW, timestamp: 1584724695403 
Broker: 1227.250178063291 watts, PV: 9.042748153607718 watts, Broker/PV in kW: 1.24kW, timestamp: 1584724695505 
Broker: 1227.5839643959446 watts, PV: 7.404703352584252 watts, Broker/PV in kW: 1.23kW, timestamp: 1584724695610 
Broker: 1229.3655922019298 watts, PV: 16.336724724561513 watts, Broker/PV in kW: 1.25kW, timestamp: 1584724695711 
Broker: 1229.8520590725186 watts, PV: 4.588536521201569 watts, Broker/PV in kW: 1.23kW, timestamp: 1584724695821 
Broker: 1230.1401774336996 watts, PV: 12.916157980954184 watts, Broker/PV in kW: 1.24kW, timestamp: 1584724695919 
Broker: 1230.4872765505 watts, PV: 11.660707096220367 watts, Broker/PV in kW: 1.24kW, timestamp: 1584724696017 
Broker: 1230.7060964262903 watts, PV: 18.69169920051847 watts, Broker/PV in kW: 1.25kW, timestamp: 1584724696120 
Broker: 1231.2726839870209 watts, PV: 18.723498784536293 watts, Broker/PV in kW: 1.25kW, timestamp: 1584724696235 
Broker: 1232.3004377788327 watts, PV: 18.89035449487739 watts, Broker/PV in kW: 1.25kW, timestamp: 1584724696330 
Broker: 1234.2298594998579 watts, PV: 12.794067241533003 watts, Broker/PV in kW: 1.25kW, timestamp: 1584724696435 
Broker: 1234.2357089709615 watts, PV: 8.121686484573424 watts, Broker/PV in kW: 1.24kW, timestamp: 1584724696530 
Broker: 1236.2310023583384 watts, PV: 19.88253170892838 watts, Broker/PV in kW: 1.26kW, timestamp: 1584724696640 
Broker: 1237.0392927436744 watts, PV: 5.737554589092788 watts, Broker/PV in kW: 1.24kW, timestamp: 1584724696743 
Broker: 1237.657976759037 watts, PV: 10.201247237743608 watts, Broker/PV in kW: 1.25kW, timestamp: 1584724696849 
Broker: 1238.2637219309836 watts, PV: 2.9710195762404723 watts, Broker/PV in kW: 1.24kW, timestamp: 1584724696947 
Broker: 1239.8935281684153 watts, PV: 4.966310514349281 watts, Broker/PV in kW: 1.24kW, timestamp: 1584724697045 
Broker: 1240.700756489885 watts, PV: 1.837687623456672 watts, Broker/PV in kW: 1.24kW, timestamp: 1584724697150 
Broker: 1241.5620736121882 watts, PV: 14.499393864668662 watts, Broker/PV in kW: 1.26kW, timestamp: 1584724697249 
Broker: 1241.6360196114354 watts, PV: 7.982532458822722 watts, Broker/PV in kW: 1.25kW, timestamp: 1584724697354 
Broker: 1243.0044609029437 watts, PV: 15.779211728496612 watts, Broker/PV in kW: 1.26kW, timestamp: 1584724697458 
Broker: 1244.0061682541632 watts, PV: 5.381176278065949 watts, Broker/PV in kW: 1.25kW, timestamp: 1584724697562 
Broker: 1245.8827517997959 watts, PV: 3.444682667598631 watts, Broker/PV in kW: 1.25kW, timestamp: 1584724697660 
Broker: 1247.3005853119782 watts, PV: 15.0011602878467 watts, Broker/PV in kW: 1.26kW, timestamp: 1584724697768 
Broker: 1248.2760232451624 watts, PV: 16.912055503830494 watts, Broker/PV in kW: 1.27kW, timestamp: 1584724697879 
Broker: 1249.5359630134171 watts, PV: 18.95558814383646 watts, Broker/PV in kW: 1.27kW, timestamp: 1584724697970 
Broker: 1250.7767708477757 watts, PV: 0.5947164936547278 watts, Broker/PV in kW: 1.25kW, timestamp: 1584724698086 
Broker: 1252.1715318262452 watts, PV: 2.0882724181792556 watts, Broker/PV in kW: 1.25kW, timestamp: 1584724698191 
Broker: 1252.8037169628242 watts, PV: 13.396307560772511 watts, Broker/PV in kW: 1.27kW, timestamp: 1584724698286 
Broker: 1253.5081281861842 watts, PV: 17.683824946260657 watts, Broker/PV in kW: 1.27kW, timestamp: 1584724698395 
Broker: 1253.6199829820748 watts, PV: 9.651568407761033 watts, Broker/PV in kW: 1.26kW, timestamp: 1584724698490 
Broker: 1254.0249601618366 watts, PV: 8.059344282103051 watts, Broker/PV in kW: 1.26kW, timestamp: 1584724698596 
Broker: 1255.6764963721698 watts, PV: 4.82164175326397 watts, Broker/PV in kW: 1.26kW, timestamp: 1584724698699 
Broker: 1256.4951004917418 watts, PV: 12.11429776214025 watts, Broker/PV in kW: 1.27kW, timestamp: 1584724698809 
Broker: 1257.577870885168 watts, PV: 1.4274089493360753 watts, Broker/PV in kW: 1.26kW, timestamp: 1584724698914 
Broker: 1259.3092182670493 watts, PV: 4.30579601117802 watts, Broker/PV in kW: 1.26kW, timestamp: 1584724699015 
Broker: 1260.3845821104069 watts, PV: 3.713936906484694 watts, Broker/PV in kW: 1.26kW, timestamp: 1584724699119 
Broker: 1261.3296257159784 watts, PV: 1.6542626705022467 watts, Broker/PV in kW: 1.26kW, timestamp: 1584724699225 
Broker: 1263.249210710089 watts, PV: 9.560855038161527 watts, Broker/PV in kW: 1.27kW, timestamp: 1584724699320 
Broker: 1264.0928238342797 watts, PV: 19.368292322888017 watts, Broker/PV in kW: 1.28kW, timestamp: 1584724699424 
Broker: 1265.6584991731524 watts, PV: 10.999650966874878 watts, Broker/PV in kW: 1.28kW, timestamp: 1584724699521 
Broker: 1267.3408737593138 watts, PV: 1.358772313905705 watts, Broker/PV in kW: 1.27kW, timestamp: 1584724699626 
Broker: 1267.77678879077 watts, PV: 8.729119171188398 watts, Broker/PV in kW: 1.28kW, timestamp: 1584724699728 
Broker: 1268.8575035927975 watts, PV: 3.5871966481964357 watts, Broker/PV in kW: 1.27kW, timestamp: 1584724699829 
Broker: 1270.5514881956553 watts, PV: 13.52528079698796 watts, Broker/PV in kW: 1.28kW, timestamp: 1584724699926 
Broker: 1271.0726295014115 watts, PV: 13.06466378093992 watts, Broker/PV in kW: 1.28kW, timestamp: 1584724700032 
Broker: 1272.9269382176406 watts, PV: 16.281423217264305 watts, Broker/PV in kW: 1.29kW, timestamp: 1584724700137 
Broker: 1274.249801087464 watts, PV: 3.2012042370187777 watts, Broker/PV in kW: 1.28kW, timestamp: 1584724700249 
Broker: 1275.438505783181 watts, PV: 4.508346926151714 watts, Broker/PV in kW: 1.28kW, timestamp: 1584724700343 
Broker: 1275.766175903371 watts, PV: 6.287701737265516 watts, Broker/PV in kW: 1.28kW, timestamp: 1584724700437 
Broker: 1277.194226666448 watts, PV: 12.942440029237957 watts, Broker/PV in kW: 1.29kW, timestamp: 1584724700544 
Broker: 1278.0055648460868 watts, PV: 7.933567914826507 watts, Broker/PV in kW: 1.29kW, timestamp: 1584724700645 
Broker: 1279.5778684022941 watts, PV: 16.3277985235596 watts, Broker/PV in kW: 1.3kW, timestamp: 1584724700749 
Broker: 1280.4267545961793 watts, PV: 2.7939643589071217 watts, Broker/PV in kW: 1.28kW, timestamp: 1584724700854 
Broker: 1281.5353001752462 watts, PV: 16.00018799249467 watts, Broker/PV in kW: 1.3kW, timestamp: 1584724700954 
Broker: 1282.2409080021757 watts, PV: 15.818314901231737 watts, Broker/PV in kW: 1.3kW, timestamp: 1584724701056 
Broker: 1283.8294228339134 watts, PV: 9.649029944191287 watts, Broker/PV in kW: 1.29kW, timestamp: 1584724701156 
Broker: 1285.117705755346 watts, PV: 6.553404052790137 watts, Broker/PV in kW: 1.29kW, timestamp: 1584724701262 
Broker: 1285.3606892014827 watts, PV: 15.694453422920681 watts, Broker/PV in kW: 1.3kW, timestamp: 1584724701365 
Broker: 1285.9706235220922 watts, PV: 5.466494252666796 watts, Broker/PV in kW: 1.29kW, timestamp: 1584724701464 
Broker: 1287.807554685686 watts, PV: 3.4343162824679974 watts, Broker/PV in kW: 1.29kW, timestamp: 1584724701571 
Broker: 1289.720056812448 watts, PV: 17.387727951760127 watts, Broker/PV in kW: 1.31kW, timestamp: 1584724701677 
Broker: 1290.3990255484339 watts, PV: 14.423721562864982 watts, Broker/PV in kW: 1.3kW, timestamp: 1584724701783 
Broker: 1292.1387796260221 watts, PV: 6.598890297780242 watts, Broker/PV in kW: 1.3kW, timestamp: 1584724701879 
Broker: 1292.4639963086236 watts, PV: 15.835504889006247 watts, Broker/PV in kW: 1.31kW, timestamp: 1584724701983 
Broker: 1293.9621245521787 watts, PV: 12.668772311287881 watts, Broker/PV in kW: 1.31kW, timestamp: 1584724702085 
Broker: 1294.0067359054585 watts, PV: 2.2838865745556403 watts, Broker/PV in kW: 1.3kW, timestamp: 1584724702187 
Broker: 1295.8954264476254 watts, PV: 1.2784378166427146 watts, Broker/PV in kW: 1.3kW, timestamp: 1584724702288 
Broker: 1297.607201556267 watts, PV: 6.524685312866967 watts, Broker/PV in kW: 1.3kW, timestamp: 1584724702396 
Broker: 1298.473215861778 watts, PV: 14.829211216756999 watts, Broker/PV in kW: 1.31kW, timestamp: 1584724702501 
Broker: 1299.8932424025409 watts, PV: 15.639202953123007 watts, Broker/PV in kW: 1.32kW, timestamp: 1584724702597 
Broker: 1300.2877078279687 watts, PV: 3.395107672986022 watts, Broker/PV in kW: 1.3kW, timestamp: 1584724702701 
Broker: 1301.698324035087 watts, PV: 2.3932170679465026 watts, Broker/PV in kW: 1.3kW, timestamp: 1584724702808 
Broker: 1302.757464957019 watts, PV: 8.904176393341334 watts, Broker/PV in kW: 1.31kW, timestamp: 1584724702906 
Broker: 1303.1557625070795 watts, PV: 15.805691825626628 watts, Broker/PV in kW: 1.32kW, timestamp: 1584724703020 
Broker: 1304.7126695519282 watts, PV: 0.34945666616854165 watts, Broker/PV in kW: 1.31kW, timestamp: 1584724703120 
Broker: 1305.5221279438438 watts, PV: 12.780960627781038 watts, Broker/PV in kW: 1.32kW, timestamp: 1584724703219 
Broker: 1307.3080169177465 watts, PV: 4.846667292600171 watts, Broker/PV in kW: 1.31kW, timestamp: 1584724703327 
Broker: 1307.975964886663 watts, PV: 6.48641778708547 watts, Broker/PV in kW: 1.31kW, timestamp: 1584724703430 
Broker: 1308.7013500582511 watts, PV: 2.7773721377861627 watts, Broker/PV in kW: 1.31kW, timestamp: 1584724703530 
Broker: 1309.5203151072092 watts, PV: 3.20849502095228 watts, Broker/PV in kW: 1.31kW, timestamp: 1584724703634 
Broker: 1311.4065557734575 watts, PV: 15.228816945480187 watts, Broker/PV in kW: 1.33kW, timestamp: 1584724703756 
Broker: 1313.1030499360259 watts, PV: 3.2659572567273765 watts, Broker/PV in kW: 1.32kW, timestamp: 1584724703845 
Broker: 1313.405415968193 watts, PV: 0.4961298171077022 watts, Broker/PV in kW: 1.31kW, timestamp: 1584724703950 
Broker: 1314.1041747257707 watts, PV: 12.719572906907576 watts, Broker/PV in kW: 1.33kW, timestamp: 1584724704051 
Broker: 1315.1988435796718 watts, PV: 2.37137968463057 watts, Broker/PV in kW: 1.32kW, timestamp: 1584724704156 
Broker: 1315.4031801775222 watts, PV: 17.167547709949375 watts, Broker/PV in kW: 1.33kW, timestamp: 1584724704261 
Broker: 1315.435178471118 watts, PV: 18.19644493103299 watts, Broker/PV in kW: 1.33kW, timestamp: 1584724704364 
Broker: 1317.2227239089896 watts, PV: 1.8561628888297266 watts, Broker/PV in kW: 1.32kW, timestamp: 1584724704461 
Broker: 1317.8207620276505 watts, PV: 4.121009815411876 watts, Broker/PV in kW: 1.32kW, timestamp: 1584724704558 
Broker: 1319.6987573623353 watts, PV: 12.177509596901515 watts, Broker/PV in kW: 1.33kW, timestamp: 1584724704666 
Broker: 1320.8093855376806 watts, PV: 14.82472437088366 watts, Broker/PV in kW: 1.34kW, timestamp: 1584724704766 
Broker: 1321.6179067884186 watts, PV: 13.799570034454556 watts, Broker/PV in kW: 1.34kW, timestamp: 1584724704866 
Broker: 1323.2695125257474 watts, PV: 17.311325179083717 watts, Broker/PV in kW: 1.34kW, timestamp: 1584724704971 
Broker: 1323.8762763595919 watts, PV: 7.9609061108870005 watts, Broker/PV in kW: 1.33kW, timestamp: 1584724705085 
Broker: 1324.6784454370415 watts, PV: 3.4039654199223435 watts, Broker/PV in kW: 1.33kW, timestamp: 1584724705180 
Broker: 1326.6580284232757 watts, PV: 13.805901992722621 watts, Broker/PV in kW: 1.34kW, timestamp: 1584724705281 
Broker: 1327.6003504123273 watts, PV: 1.398190360083964 watts, Broker/PV in kW: 1.33kW, timestamp: 1584724705390 
Broker: 1328.8923786314083 watts, PV: 11.786108534372794 watts, Broker/PV in kW: 1.34kW, timestamp: 1584724705485 
Broker: 1330.8438528548932 watts, PV: 4.853958423195719 watts, Broker/PV in kW: 1.34kW, timestamp: 1584724705593 
Broker: 1331.6764468232445 watts, PV: 8.230256453588382 watts, Broker/PV in kW: 1.34kW, timestamp: 1584724705695 
Broker: 1333.1580230713153 watts, PV: 16.68756606873761 watts, Broker/PV in kW: 1.35kW, timestamp: 1584724705803 
Broker: 1334.9837594138078 watts, PV: 18.808117625270636 watts, Broker/PV in kW: 1.35kW, timestamp: 1584724705909 
Broker: 1336.8507821022474 watts, PV: 17.508477617391907 watts, Broker/PV in kW: 1.35kW, timestamp: 1584724706009 
Broker: 1337.4302268211443 watts, PV: 12.994524752204208 watts, Broker/PV in kW: 1.35kW, timestamp: 1584724706111 
Broker: 1338.6711071261095 watts, PV: 10.792955871794794 watts, Broker/PV in kW: 1.35kW, timestamp: 1584724706215 
Broker: 1338.8449723873618 watts, PV: 0.33364333414066305 watts, Broker/PV in kW: 1.34kW, timestamp: 1584724706317 
Broker: 1340.094866312896 watts, PV: 1.2704387133154782 watts, Broker/PV in kW: 1.34kW, timestamp: 1584724706426 
Broker: 1340.6476817050414 watts, PV: 19.014553794598985 watts, Broker/PV in kW: 1.36kW, timestamp: 1584724706530 
Broker: 1341.198939225671 watts, PV: 1.002986281782583 watts, Broker/PV in kW: 1.34kW, timestamp: 1584724706635 
Broker: 1341.778794021808 watts, PV: 6.782778887055456 watts, Broker/PV in kW: 1.35kW, timestamp: 1584724706727 
Broker: 1342.3302116800442 watts, PV: 0.7948501424072019 watts, Broker/PV in kW: 1.34kW, timestamp: 1584724706843 
Broker: 1344.0344815274473 watts, PV: 11.604654271770883 watts, Broker/PV in kW: 1.36kW, timestamp: 1584724706939 
Broker: 1345.3580263182737 watts, PV: 18.34880460503465 watts, Broker/PV in kW: 1.36kW, timestamp: 1584724707046 
Broker: 1346.8733370106195 watts, PV: 19.806596076269244 watts, Broker/PV in kW: 1.37kW, timestamp: 1584724707140 
Broker: 1348.8582261812862 watts, PV: 8.621941739964786 watts, Broker/PV in kW: 1.36kW, timestamp: 1584724707242 
Broker: 1349.8273453164945 watts, PV: 0.94156414122057 watts, Broker/PV in kW: 1.35kW, timestamp: 1584724707346 
Broker: 1350.8992433104627 watts, PV: 2.443042966346538 watts, Broker/PV in kW: 1.35kW, timestamp: 1584724707447 
Broker: 1352.8097955753067 watts, PV: 14.150642514317603 watts, Broker/PV in kW: 1.37kW, timestamp: 1584724707551 
Broker: 1352.9932609171294 watts, PV: 9.594614064935033 watts, Broker/PV in kW: 1.36kW, timestamp: 1584724707660 
Broker: 1354.606477836527 watts, PV: 16.3587334616513 watts, Broker/PV in kW: 1.37kW, timestamp: 1584724707760 
Broker: 1356.4754408901968 watts, PV: 19.2691954696404 watts, Broker/PV in kW: 1.38kW, timestamp: 1584724707859 
Broker: 1358.2958065056418 watts, PV: 19.6269246653746 watts, Broker/PV in kW: 1.38kW, timestamp: 1584724707960 
Broker: 1359.1377133940234 watts, PV: 11.663476460022757 watts, Broker/PV in kW: 1.37kW, timestamp: 1584724708062 
Broker: 1360.6328673553894 watts, PV: 3.995083247437088 watts, Broker/PV in kW: 1.36kW, timestamp: 1584724708164 
Broker: 1360.8220855902225 watts, PV: 0.07507479399094574 watts, Broker/PV in kW: 1.36kW, timestamp: 1584724708271 
Broker: 1362.3361898136507 watts, PV: 17.90357313116654 watts, Broker/PV in kW: 1.38kW, timestamp: 1584724708372 
Broker: 1363.7602354804162 watts, PV: 19.001798842983547 watts, Broker/PV in kW: 1.38kW, timestamp: 1584724708485 
Broker: 1363.8663452132807 watts, PV: 14.032312981377682 watts, Broker/PV in kW: 1.38kW, timestamp: 1584724708584 
Broker: 1364.5195043327344 watts, PV: 8.666882946109986 watts, Broker/PV in kW: 1.37kW, timestamp: 1584724708683 
Broker: 1365.0808361057589 watts, PV: 14.110761675291794 watts, Broker/PV in kW: 1.38kW, timestamp: 1584724708791 
Broker: 1365.3086398216553 watts, PV: 1.947247410328159 watts, Broker/PV in kW: 1.37kW, timestamp: 1584724708920 
Broker: 1365.338942190756 watts, PV: 5.905353798458268 watts, Broker/PV in kW: 1.37kW, timestamp: 1584724708995 
Broker: 1365.8854238850665 watts, PV: 15.062760298300581 watts, Broker/PV in kW: 1.38kW, timestamp: 1584724709100 
Broker: 1367.5540620134104 watts, PV: 16.843527227304914 watts, Broker/PV in kW: 1.38kW, timestamp: 1584724709209 
Broker: 1369.3446595614964 watts, PV: 6.0631259792291825 watts, Broker/PV in kW: 1.38kW, timestamp: 1584724709303 
Broker: 1370.1580844697976 watts, PV: 2.4009025536523243 watts, Broker/PV in kW: 1.37kW, timestamp: 1584724709409 
Broker: 1371.7200192489674 watts, PV: 0.237823279295033 watts, Broker/PV in kW: 1.37kW, timestamp: 1584724709510 
Broker: 1373.325869083589 watts, PV: 2.3257517857205467 watts, Broker/PV in kW: 1.38kW, timestamp: 1584724709615 
Broker: 1374.401170376649 watts, PV: 9.872077410785636 watts, Broker/PV in kW: 1.38kW, timestamp: 1584724709731 
Broker: 1374.9130665153502 watts, PV: 13.432445008894902 watts, Broker/PV in kW: 1.39kW, timestamp: 1584724709821 
Broker: 1375.676829147634 watts, PV: 8.052081341260298 watts, Broker/PV in kW: 1.38kW, timestamp: 1584724709923 
Broker: 1377.130663348203 watts, PV: 4.689123490655822 watts, Broker/PV in kW: 1.38kW, timestamp: 1584724710021 
Broker: 1378.597806258081 watts, PV: 3.6101805151574107 watts, Broker/PV in kW: 1.38kW, timestamp: 1584724710130 
Broker: 1380.401012678654 watts, PV: 4.057617501841597 watts, Broker/PV in kW: 1.38kW, timestamp: 1584724710237 
Broker: 1381.4202291858094 watts, PV: 1.8949533022797427 watts, Broker/PV in kW: 1.38kW, timestamp: 1584724710336 
Broker: 1381.959074278108 watts, PV: 1.2492493195528942 watts, Broker/PV in kW: 1.38kW, timestamp: 1584724710441 
Broker: 1383.0603679113128 watts, PV: 9.281829311014654 watts, Broker/PV in kW: 1.39kW, timestamp: 1584724710545 
Broker: 1384.2142137838048 watts, PV: 17.071911429165038 watts, Broker/PV in kW: 1.4kW, timestamp: 1584724710646 
Broker: 1386.14969507226 watts, PV: 7.585510735658834 watts, Broker/PV in kW: 1.39kW, timestamp: 1584724710746 
Broker: 1388.0181010208105 watts, PV: 15.117727463242542 watts, Broker/PV in kW: 1.4kW, timestamp: 1584724710858 
Broker: 1389.2733664282737 watts, PV: 17.09568852829788 watts, Broker/PV in kW: 1.41kW, timestamp: 1584724710957 
Broker: 1390.6350607360414 watts, PV: 7.0788508819926355 watts, Broker/PV in kW: 1.4kW, timestamp: 1584724711060 
